,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.00055,0.99993528,0.9998959487423376,0.9999654076553182
Gaussian,0.0,0.00385,0.99951888,0.9994529876514882,0.9996629292468001
Fashion MNIST,0.0184,0.032,0.9953757799999999,0.9921226388108654,0.9975501862949949
Rotated MNIST,0.7535476718403548,0.2491210643015521,0.8022052771618626,0.6892844962355007,0.8560192799135764
All,0.17890825217837006,0.11412429523321374,0.9529521014864173,0.6878353478223049,0.9938625520569546
