,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0935,0.03505,0.95839648,0.9688232114704272,0.9279055655819808
Gaussian,1.0,0.34435,0.52028984,0.5777562906684299,0.6100500665514003
Fashion MNIST,0.3782,0.15725,0.9293403000000002,0.8993786062581647,0.958723267211542
Rotated MNIST,0.9313747228381375,0.3058419068736142,0.7234163858093126,0.6783336548768505,0.7617848095266647
All,0.5924654023577652,0.306148129164531,0.7843537160430549,0.4936242490740251,0.9613747494791869
