,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0,1.0,1.0,1.0
Gaussian,0.0,0.0,1.0,1.0,1.0
Fashion MNIST,0.0162,0.02425,0.9959378200000001,0.9907375478953949,0.9981220790389312
Rotated MNIST,0.6301552106430155,0.218629933481153,0.8505726164079822,0.7694206488998451,0.8925590715516281
All,0.14982060481804202,0.09846084059456689,0.9644167913890311,0.7662251252376862,0.9953802898901942
