,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0,1.0,1.0,1.0
Gaussian,0.0,0.0,1.0,1.0,1.0
Fashion MNIST,0.0068,0.015349999999999999,0.9985469000000001,0.996922092555514,0.9993104067716871
Rotated MNIST,0.41441241685144126,0.17262727272727274,0.9049031042128602,0.8455101886696645,0.9422074283733873
All,0.09753972321886212,0.0733582778062532,0.9776446694003075,0.8444477163903511,0.9971347982785007
